fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id
7.1,0.27,0.31,18.2,0.046,55,252,1,3.07,0.56,8.7,5,3128
7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6,3129
6.4,0.31,0.31,12.9,0.045,55,161,0.99546,3.02,0.59,10.2,5,3130
6,0.24,0.41,1.3,0.036,42,118,0.99018,3.04,0.64,11.75,6,3131
6.3,0.24,0.29,1.6,0.052,48,185,0.9934,3.21,0.5,9.4,5,3132
6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,6,3133
6.4,0.31,0.27,7.4,0.049,48,169,0.99323,3.27,0.45,11.1,6,3134
6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,6,3135
6.7,0.28,0.14,1.4,0.043,64,159,0.992,3.17,0.39,10,5,3136
6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6,3137
6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3,7,3138
7.1,0.18,0.32,12.2,0.048,36,125,0.9967,2.92,0.54,9.4,6,3139
6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,8,3140
7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,6,3141
6.7,0.34,0.3,8.5,0.059,24,152,0.99615,3.46,0.64,11,7,3142
6.6,0.33,0.4,2.65,0.041,35,86,0.98916,3.11,0.39,13.3,7,3143
6.9,0.43,0.28,9.4,0.056,29,183,0.99594,3.17,0.43,9.4,5,3144
6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,5,3145
7.1,0.2,0.36,11.6,0.042,45,124,0.997,2.92,0.59,9.5,7,3146
6.3,0.29,0.3,8.1,0.212,60,150,0.9958,3.1,0.4,9.3,5,3147
6.1,0.6,0,1.3,0.042,24,79,0.9937,3.31,0.38,9.4,4,3148
6.8,0.21,0.74,1.2,0.047,25,111,0.9916,3.13,0.41,10.7,6,3149
6.2,0.21,0.18,11.6,0.044,61,155,0.99655,3.14,0.52,9.4,6,3150
6.5,0.24,0.24,1.6,0.046,15,60,0.9928,3.19,0.39,9.8,5,3151
6.7,0.17,0.37,2,0.039,34,125,0.9922,3.26,0.6,10.8,7,3152
7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,5,3153
6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,5,3154
6.6,0.39,0.38,9.7,0.053,49,226,0.99787,3.3,0.57,9.4,6,3155
8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,5,3156
5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6,3157
6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9,6,3158
5.9,0.22,0.3,1.3,0.052,42,86,0.99069,3.31,0.47,11.55,6,3159
8,0.25,0.26,14,0.043,41,248,0.9986,3.03,0.57,8.7,6,3160
5.9,0.21,0.23,7.9,0.033,22,130,0.9944,3.38,0.59,10.9,6,3161
5.9,0.15,0.31,5.8,0.041,53,155,0.9945,3.52,0.46,10.5,6,3162
6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,6,3163
6.4,0.24,0.27,1.5,0.04,35,105,0.98914,3.13,0.3,12.4,6,3164
6.5,0.425,0.4,13.1,0.038,59,241,0.9979,3.23,0.57,9,5,3165
6.2,0.41,0.22,1.9,0.023,5,56,0.98928,3.04,0.79,13,7,3166
5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,7,3167
7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,5,3168
5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7,5,3169
6.1,0.68,0.52,1.4,0.037,32,123,0.99022,3.24,0.45,12,6,3170
6.2,0.34,0.25,12.1,0.059,33,171,0.99769,3.14,0.56,8.7,6,3171
5.4,0.15,0.32,2.5,0.037,10,51,0.98878,3.04,0.58,12.6,6,3172
6.5,0.48,0.02,0.9,0.043,32,99,0.99226,3.14,0.47,9.8,4,3173
7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,6,3174
5.8,0.315,0.19,19.4,0.031,28,106,0.99704,2.97,0.4,10.55,6,3175
5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6,3176
6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,7,3177
5.1,0.31,0.3,0.9,0.037,28,152,0.992,3.54,0.56,10.1,6,3178
6.4,0.29,0.32,2.4,0.014,34,89,0.99008,3.24,0.66,12.5,7,3179
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6,3180
6.3,0.22,0.28,2.4,0.042,38,102,0.98998,3.14,0.37,11.6,7,3181
8.4,0.19,0.42,1.6,0.047,9,101,0.994,3.06,0.65,11.1,4,3182
7.6,0.29,0.29,4.4,0.051,26,146,0.9939,3.16,0.39,10.2,5,3183
6.9,0.38,0.32,8.5,0.044,36,152,0.9932,3.38,0.35,12,7,3184
8.1,0.31,0.24,1.6,0.032,10,67,0.9924,3.08,0.47,10.5,5,3185
7.3,0.815,0.09,11.4,0.044,45,204,0.99713,3.15,0.46,9,5,3186
6.6,0.24,0.28,6.7,0.032,26,91,0.99172,3.13,0.32,12.3,6,3187
7.1,0.29,0.28,9.3,0.048,50,141,0.9949,3.13,0.49,10.3,6,3188
6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.1333333333333,7,3189
6,0.21,0.24,12.1,0.05,55,164,0.997,3.34,0.39,9.4,5,3190
6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1,6,3191
6.4,0.12,0.3,1.1,0.031,37,94,0.98986,3.01,0.56,11.7,6,3192
6.4,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6,3193
6.3,0.26,0.25,5.2,0.046,11,133,0.99202,2.97,0.68,11,6,3194
6.9,0.17,0.3,2,0.047,13,117,0.99152,3.16,0.51,11.6,6,3195
7,0.24,0.51,11,0.029,55,227,0.9965,3.03,0.61,9.5,5,3196
7.5,0.28,0.33,7.7,0.048,42,180,0.9974,3.37,0.59,10.1,6,3197
6.9,0.37,0.28,13.8,0.031,34,137,0.9948,3.1,0.37,11.6,6,3198
6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8,7,3199
6.9,0.25,0.35,1.3,0.039,29,191,0.9908,3.13,0.52,11,6,3200
7,0.23,0.42,1.1,0.062,35,100,0.99318,3.04,0.4,9.2,5,3201
5.5,0.14,0.27,4.6,0.029,22,104,0.9949,3.34,0.44,9,5,3202
7.4,0.32,0.22,11.7,0.035,44,150,0.99578,3.1,0.45,10.4,5,3203
7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7,6,3204
7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,6,3205
8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6,3206
6.2,0.25,0.31,3.2,0.03,32,150,0.99014,3.18,0.31,12,6,3207
5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6,3208
7.3,0.41,0.29,1.8,0.032,26,74,0.98889,2.96,0.35,13,8,3209
7.5,0.17,0.34,1.4,0.035,13,102,0.9918,3.05,0.74,11,5,3210
6,0.21,0.38,0.8,0.02,22,98,0.98941,3.26,0.32,11.8,6,3211
6.2,0.15,0.46,1.6,0.039,38,123,0.993,3.38,0.51,9.7,6,3212
6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,6,3213
6.8,0.45,0.36,5,0.033,28,156,0.991,3.11,0.4,12.4,7,3214
6.1,0.31,0.37,8.4,0.031,70,170,0.9934,3.42,0.4,11.7,8,3215
6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,5,3216
6.8,0.18,0.28,1.1,0.027,32,112,0.99089,3.15,0.45,11,7,3217
7.6,0.32,0.58,16.75,0.05,43,163,0.9999,3.15,0.54,9.2,5,3218
6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,6,3219
6.3,0.15,0.3,1.4,0.022,38,100,0.99099,3.42,0.57,11.4,7,3220
6.2,0.18,0.38,1.5,0.028,36,117,0.993,3.47,0.54,9.7,6,3221
6.1,0.105,0.31,1.3,0.037,55,145,0.9912,3.41,0.41,11.1,7,3222
5,0.17,0.56,1.5,0.026,24,115,0.9906,3.48,0.39,10.8,7,3223
7.1,0.12,0.32,9.6,0.054,64,162,0.9962,3.4,0.41,9.4,5,3224
7.1,0.2,0.34,16,0.05,51,166,0.9985,3.21,0.6,9.2,6,3225
7.6,0.33,0.35,6.3,0.036,12,126,0.9924,3.16,0.39,12,7,3226
6.6,0.32,0.41,7.2,0.048,55,178,0.99537,3.2,0.46,9.4,5,3227
6.45,0.14,0.42,1.2,0.05,51,129,0.99116,3.27,0.69,11.1,7,3228
6.9,0.2,0.36,1.5,0.031,38,147,0.9931,3.35,0.56,11,6,3229
6.2,0.3,0.3,2.5,0.041,29,82,0.99065,3.31,0.61,11.8,7,3230
6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,7,3231
6.5,0.18,0.31,1.7,0.044,30,127,0.9928,3.49,0.5,10.2,7,3232
7.4,0.31,0.48,14.2,0.042,62,204,0.9983,3.06,0.59,9.4,5,3233
7.6,0.48,0.28,10.4,0.049,57,205,0.99748,3.24,0.45,9.3,5,3234
6.7,0.13,0.57,6.6,0.056,60,150,0.99548,2.96,0.43,9.4,6,3235
7.1,0.34,0.86,1.4,0.174,36,99,0.99288,2.92,0.5,9.3,5,3236
5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7,3237
9.6,0.25,0.54,1.3,0.04,16,160,0.9938,2.94,0.43,10.5,5,3238
7.6,0.27,0.24,3.8,0.058,19,115,0.9958,3.15,0.45,8.9,5,3239
9.1,0.59,0.38,1.6,0.066,34,182,0.9968,3.23,0.38,8.5,3,3240
6.2,0.29,0.29,5.6,0.046,35,178,0.99313,3.25,0.51,10.5333333333333,5,3241
7.1,0.25,0.32,10.3,0.041,66,272,0.9969,3.17,0.52,9.1,6,3242
6.7,0.17,0.42,10.4,0.038,85,182,0.99628,3.04,0.44,8.9,6,3243
7.2,0.24,0.29,3,0.036,17,117,0.99411,3.36,0.68,10.1,6,3244
6.4,0.27,0.19,2,0.084,21,191,0.99516,3.49,0.63,9.6,4,3245
7.3,0.3,0.25,2.5,0.045,32,122,0.99329,3.18,0.54,10.3,5,3246
7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5,6,3247
7.9,0.46,0.32,4.1,0.033,40,138,0.9912,3.18,0.44,12.8,7,3248
6.6,0.325,0.49,7.7,0.049,53,217,0.996,3.16,0.4,9.3,5,3249
5.7,0.25,0.27,10.8,0.05,58,116,0.99592,3.1,0.5,9.8,6,3250
6.9,0.32,0.3,1.8,0.036,28,117,0.99269,3.24,0.48,11,6,3251
8.4,0.22,0.28,18.8,0.028,55,130,0.998,2.96,0.35,11.6,5,3252
8.8,0.33,0.36,2.1,0.034,19,125,0.99166,2.96,0.98,12.7,6,3253
6.1,0.15,0.4,1.2,0.03,19,84,0.98926,3.19,0.96,13,6,3254
7.2,0.39,0.54,1.4,0.157,34,132,0.99449,3.11,0.53,9,6,3255
7.4,0.24,0.36,2,0.031,27,139,0.99055,3.28,0.48,12.5,9,3256
8,0.66,0.72,17.55,0.042,62,233,0.9999,2.92,0.68,9.4,4,3257
6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,6,3258
6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,7,3259
6.9,0.13,0.28,13.3,0.05,47,132,0.99655,3.34,0.42,10.1,6,3260
7.6,0.29,0.26,6.5,0.042,32,160,0.9944,3.14,0.47,10.7,5,3261
7.2,0.2,0.3,2,0.039,43,188,0.9911,3.3,0.41,12,6,3262
6.7,0.5,0.63,13.4,0.078,81,238,0.9988,3.08,0.44,9.2,5,3263
7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6,3264
5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,6,3265
6,0.28,0.52,5,0.078,30,139,0.99494,3.1,0.36,9,6,3266
5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5,3267
7.1,0.37,0.32,1.4,0.037,27,126,0.9918,3.19,0.62,12,5,3268
7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9,7,3269
6.4,0.3,0.38,7.8,0.046,35,192,0.9955,3.1,0.37,9,5,3270
7.9,0.26,0.41,15.15,0.04,38,216,0.9976,2.96,0.6,10,6,3271
6.9,0.28,0.22,10,0.052,36,131,0.99696,3.08,0.46,9.6,5,3272
7,0.18,0.49,5.3,0.04,34,125,0.9914,3.24,0.4,12.2,6,3273
7.3,0.19,0.25,1.4,0.051,41,107,0.99382,3.53,0.66,10.5,7,3274
8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,7,3275
7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,5,3276
6.8,0.25,0.31,13.3,0.05,69,202,0.9972,3.22,0.48,9.7,6,3277
6.7,0.24,0.29,6.8,0.038,54,127,0.9932,3.33,0.46,11.6,7,3278
8.4,0.36,0.36,11.1,0.032,21,132,0.99313,2.95,0.39,13,6,3279
6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,6,3280
5.9,0.26,0.21,12.5,0.034,36,152,0.9972,3.28,0.43,9.5,6,3281
6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,4,3282
6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.9333333333333,6,3283
5.9,0.22,0.38,1.3,0.046,24,90,0.99232,3.2,0.47,10,6,3284
6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,5,3285
6.9,0.3,0.21,7.2,0.045,54,190,0.99595,3.22,0.48,9.4,5,3286
9.2,0.16,0.49,2,0.044,18,107,0.99514,3.1,0.53,10.2,4,3287
6.8,0.29,0.34,3.5,0.054,26,189,0.99489,3.42,0.58,10.4,5,3288
6.6,0.25,0.42,11.3,0.049,77,231,0.9966,3.24,0.52,9.5,6,3289
6.8,0.32,0.39,9.6,0.026,34,124,0.99286,3.18,0.35,12.1,6,3290
5.7,0.46,0.46,1.4,0.04,31,169,0.9932,3.13,0.47,8.8,5,3291
6.6,0.26,0.27,11.8,0.048,28,112,0.99606,2.87,0.49,9.7,6,3292
6.9,0.115,0.35,5.4,0.048,36,108,0.9939,3.32,0.42,10.2,6,3293
7,0.3,0.27,1.5,0.076,24,145,0.99344,3.1,0.52,10.1,5,3294
6.7,0.22,0.39,1.2,0.049,26,152,0.99346,3.5,0.47,10,6,3295
6.3,0.19,0.21,1.8,0.049,35,163,0.9924,3.31,0.5,10.3,6,3296
9,0.43,0.3,1.5,0.05,7,175,0.9951,3.11,0.45,9.7,4,3297
7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,5,3298
7.2,0.58,0.27,5.8,0.032,40,118,0.99088,3.17,0.53,13,7,3299
6.3,0.34,0.52,6.3,0.047,63,186,0.99481,3.18,0.44,9.6,5,3300
5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5,3301
5.8,0.34,0.21,6.6,0.04,50,167,0.9941,3.29,0.62,10,5,3302
6.5,0.15,0.44,12.6,0.052,65,158,0.99688,3.26,0.7,10.3,7,3303
6.4,0.26,0.43,12.6,0.033,64,230,0.9974,3.08,0.38,8.9,5,3304
6.5,0.36,0.28,3.2,0.037,29,119,0.9908,3.25,0.65,12.4,8,3305
6.6,0.28,0.3,7.8,0.049,57,202,0.9958,3.24,0.39,9.5,5,3306
7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,7,3307
7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,7,3308
6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,6,3309
6.5,0.22,0.5,16.4,0.048,36,182,0.99904,3.02,0.49,8.8,6,3310
6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3,6,3311
7,0.2,0.34,2.1,0.049,12,136,0.9922,3.25,0.46,11.6,7,3312
6.6,0.35,0.26,2.7,0.045,19,129,0.98952,3.24,0.48,13,7,3313
6.8,0.45,0.3,11.8,0.094,23,97,0.997,3.09,0.44,9.6,5,3314
6.3,0.43,0.32,8.8,0.042,18,106,0.99172,3.28,0.33,12.9,7,3315
6.6,0.26,0.25,11.6,0.045,45,178,0.99691,3.33,0.43,9.8,6,3316
6.5,0.24,0.36,2.2,0.027,36,134,0.9898,3.28,0.36,12.5,7,3317
6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,6,3318
8.2,0.15,0.48,2.7,0.052,24,190,0.995,3.5,0.45,10.9,7,3319
6.2,0.28,0.27,10.3,0.03,26,108,0.99388,3.2,0.36,10.7,6,3320
7.4,0.19,0.42,6.4,0.067,39,212,0.9958,3.3,0.33,9.6,6,3321
6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5,6,3322
7.1,0.39,0.35,12.5,0.044,26,72,0.9941,3.17,0.29,11.6,5,3323
6.5,0.51,0.25,1.7,0.048,39,177,0.99212,3.28,0.57,10.6,5,3324
6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,6,3325
6.1,0.36,0.27,2.1,0.035,16,100,0.9917,3.4,0.71,11.5,7,3326
7.6,0.18,0.49,18.05,0.046,36,158,0.9996,3.06,0.41,9.2,5,3327
7.3,0.25,0.39,6.4,0.034,8,84,0.9942,3.18,0.46,11.5,5,3328
7,0.16,0.32,1.1,0.032,29,80,0.98972,3.23,0.36,12.1,6,3329
7.4,0.2,0.35,2.1,0.038,30,116,0.9949,3.49,0.77,10.3,7,3330
7.5,0.23,0.49,7.7,0.049,61,209,0.9941,3.14,0.3,11.1,7,3331
6.8,0.34,0.74,2.8,0.088,23,185,0.9928,3.51,0.7,12,6,3332
6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,6,3333
6,0.36,0.16,6.3,0.036,36,191,0.9942,3.17,0.62,9.8,5,3334
7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,6,3335
7.6,0.31,0.24,1.8,0.037,39,150,0.9913,3.05,0.44,11.8,7,3336
6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,6,3337
6,0.18,0.31,1.4,0.036,14,75,0.99085,3.34,0.58,11.1,8,3338
7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,5,3339
6.7,0.24,0.32,10.3,0.079,37,122,0.99662,3.02,0.45,8.8,5,3340
8.3,0.27,0.39,2.4,0.058,16,107,0.9955,3.28,0.59,10.3,5,3341
8.2,0.29,0.49,1,0.044,29,118,0.9928,3.24,0.36,10.9,4,3342
5.5,0.31,0.29,3,0.027,16,102,0.99067,3.23,0.56,11.2,6,3343
7.6,0.19,0.38,10.6,0.06,48,174,0.9962,3.13,0.38,10.5,6,3344
6.4,0.3,0.27,4.4,0.055,17,135,0.9925,3.23,0.44,12.2,6,3345
5.2,0.21,0.31,1.7,0.048,17,61,0.98953,3.24,0.37,12,7,3346
6.1,0.19,0.37,2.6,0.041,24,99,0.99153,3.18,0.5,10.9,6,3347
5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,7,3348
5.8,0.31,0.33,1.2,0.036,23,99,0.9916,3.18,0.6,10.5,6,3349
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6,3350
8,0.24,0.3,17.45,0.056,43,184,0.9997,3.05,0.5,9.2,6,3351
6.4,0.27,0.32,4.5,0.24,61,174,0.9948,3.12,0.48,9.4,5,3352
6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,5,3353
6.6,0.21,0.34,5.6,0.046,30,140,0.99299,3.22,0.38,11,5,3354
8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,5,3355
6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,6,3356
6.6,0.27,0.25,1.2,0.033,36,111,0.98918,3.16,0.37,12.4,6,3357
7,0.22,0.28,1.5,0.037,29,115,0.9927,3.11,0.55,10.5,6,3358
6.9,0.33,0.31,7.7,0.04,29,135,0.99226,3.11,0.57,12.3,5,3359
5.6,0.33,0.28,1.2,0.031,33,97,0.99126,3.49,0.58,10.9,6,3360
5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11,7,3361
7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,5,3362
6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,7,3363
6.5,0.44,0.47,5.45,0.014,44,137,0.98984,3.13,0.32,13,8,3364
7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,6,3365
6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,6,3366
6.6,0.37,0.24,2,0.064,23,120,0.9946,3.32,0.54,9.4,5,3367
6.9,0.23,0.41,8,0.03,30,114,0.99368,3.22,0.54,11,6,3368
6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,6,3369
9.1,0.33,0.38,1.7,0.062,50.5,344,0.9958,3.1,0.7,9.5,5,3370
6.9,0.19,0.39,8,0.028,22,84,0.994,3.11,0.66,10.8,6,3371
8,0.42,0.36,5,0.037,34,101,0.992,3.13,0.57,12.3,7,3372
8.5,0.25,0.27,4.7,0.031,31,92,0.9922,3.01,0.33,12,6,3373
5.3,0.47,0.1,1.3,0.036,11,74,0.99082,3.48,0.54,11.2,4,3374
6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,6,3375
6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,5,3376
6.8,0.28,0.4,22,0.048,48,167,1.001,2.93,0.5,8.7,5,3377
6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,5,3378
7.6,0.3,0.25,4.3,0.054,22,111,0.9956,3.12,0.49,9.2,5,3379
7,0.29,0.49,3.8,0.047,37,136,0.9938,2.95,0.4,9.4,6,3380
6.1,0.28,0.23,4.2,0.038,13,95,0.98898,2.97,0.7,13.1,6,3381
6.9,0.29,0.3,8.2,0.026,35,112,0.99144,3,0.37,12.3,6,3382
7.7,0.34,0.58,11.1,0.039,41,151,0.9978,3.06,0.49,8.6,5,3383
7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,5,3384
6.6,0.19,0.99,1.2,0.122,45,129,0.9936,3.09,0.31,8.7,6,3385
6.9,0.38,0.38,13.1,0.112,14,94,0.99792,3.02,0.48,9.2,5,3386
6,0.495,0.27,5,0.157,17,129,0.99396,3.03,0.36,9.3,5,3387
6.3,0.34,0.31,6,0.02,18,68,0.98981,3.22,0.29,13.4,7,3388
6.1,0.15,0.35,15.8,0.042,55,158,0.99642,3.24,0.37,10.6,5,3389
8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,6,3390
7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8,5,3391
6,0.28,0.52,6.2,0.028,37,104,0.99161,3.28,0.51,11.8,7,3392
7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6,3393
6.8,0.39,0.35,11.6,0.044,57,220,0.99775,3.07,0.53,9.3,5,3394
6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,6,3395
7.3,0.2,0.37,1.2,0.037,48,119,0.992,3.32,0.49,10.9,6,3396
6.3,0.19,0.29,2,0.022,33,96,0.98902,3.04,0.54,12.8,7,3397
7.3,0.22,0.37,15.5,0.048,70,203,0.99899,3.25,0.77,9.4,5,3398
8.2,0.68,0.3,2.1,0.047,17,138,0.995,3.22,0.71,10.8,4,3399
7.1,0.17,0.31,1.6,0.037,15,103,0.991,3.14,0.5,12,6,3400
6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7,3401
6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,5,3402
6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,5,3403
6.4,0.42,0.19,9.3,0.043,28,145,0.99433,3.23,0.53,10.98,5,3404
8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,6,3405
6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,6,3406
6.9,0.12,0.36,2.2,0.037,18,111,0.9919,3.41,0.82,11.9,8,3407
7.1,0.31,0.38,1.2,0.036,10,124,0.9924,3.14,0.44,9.9,6,3408
7.6,0.23,0.49,10,0.036,45,182,0.9967,3.08,0.58,9.6,6,3409
5.2,0.38,0.26,7.7,0.053,20,103,0.9925,3.27,0.45,12.2,6,3410
5.6,0.255,0.57,10.7,0.056,66,171,0.99464,3.25,0.61,10.4,7,3411
8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7,3412
9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,5,3413
6.8,0.25,0.29,2,0.042,19,189,0.9952,3.46,0.54,10.2,6,3414
6.8,0.28,0.4,22,0.048,48,167,1.001,2.93,0.5,8.7,5,3415
6.2,0.45,0.26,4.4,0.063,63,206,0.994,3.27,0.52,9.8,4,3416
7,0.16,0.26,6.85,0.047,30,220,0.99622,3.38,0.58,10.1,6,3417
7.4,0.18,0.42,2.1,0.036,33,187,0.9938,3.4,0.41,10.6,7,3418
5.2,0.24,0.15,7.1,0.043,32,134,0.99378,3.24,0.48,9.9,6,3419
7.2,0.16,0.32,0.8,0.04,50,121,0.9922,3.27,0.33,10,6,3420
6.4,0.37,0.2,5.6,0.117,61,183,0.99459,3.24,0.43,9.5,5,3421
6.7,0.24,0.29,14.9,0.053,55,136,0.99839,3.03,0.52,9,5,3422
6.5,0.26,0.27,12.9,0.044,69,215,0.9967,3.17,0.43,10,6,3423
8.1,0.19,0.4,0.9,0.037,73,180,0.9926,3.06,0.34,10,6,3424
7.9,0.19,0.45,1.5,0.045,17,96,0.9917,3.13,0.39,11,6,3425
6.4,0.24,0.29,1,0.038,18,122,0.9906,3.3,0.42,11.5,5,3426
6.6,0.28,0.41,7,0.046,59,194,0.99558,3.14,0.48,9.4,5,3427
6.3,0.2,0.26,4.7,0.04,108,168,0.99278,3.07,0.75,10.7,7,3428
5.8,0.22,0.29,1.3,0.036,25,68,0.98865,3.24,0.35,12.6,6,3429
7.3,0.24,0.39,3.6,0.024,35,116,0.9928,3.17,0.51,10.9,5,3430
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,3431
7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,4,3432
7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,7,3433
6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,6,3434
7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,7,3435
