SN,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Label
4556,0,0,0,6,13,16,16,9,0,0,6,16,14,11,16,10,0,0,2,3,0,4,15,4,0,0,2,9,12,16,13,0,0,2,15,16,16,16,3,0,0,4,9,3,10,10,0,0,0,0,0,1,16,2,0,0,0,0,0,7,9,0,0,0,7
4557,0,0,0,2,14,2,0,0,0,0,1,13,15,6,0,0,0,0,12,15,12,11,0,0,0,5,16,4,15,6,0,0,0,12,15,8,16,16,11,0,0,6,16,16,16,8,2,0,0,0,2,6,16,0,0,0,0,0,0,2,14,0,0,0,4
4558,0,0,0,8,3,0,0,0,0,0,2,16,8,0,0,0,0,0,9,15,1,0,0,0,0,0,12,10,0,0,0,0,0,0,14,7,0,0,0,0,0,0,10,15,16,16,14,1,0,0,4,16,1,4,15,6,0,0,0,5,14,15,10,0,6
4559,0,0,6,9,11,9,0,0,0,13,16,15,15,15,0,0,0,4,5,2,15,6,0,0,0,0,0,3,15,6,0,0,0,0,0,0,6,15,6,0,0,0,0,0,0,5,12,0,0,0,0,5,13,16,9,0,0,0,3,13,12,7,1,0,3
4560,0,1,11,16,15,12,3,0,0,1,13,16,16,12,0,0,0,2,16,16,16,8,0,0,0,0,16,16,16,2,0,0,0,8,16,16,14,0,0,0,0,7,16,16,9,0,0,0,0,1,13,16,13,1,0,0,0,0,8,16,12,0,0,0,1
4561,0,0,7,15,12,0,0,0,0,3,15,8,14,2,0,0,0,0,5,2,11,0,0,0,0,0,1,11,8,2,0,0,0,0,8,16,16,15,4,0,0,0,1,4,2,12,6,0,0,0,2,4,13,12,0,0,0,0,5,13,9,1,0,0,3
4562,0,0,0,0,5,15,10,0,0,0,0,8,11,15,7,0,0,0,6,13,10,16,7,0,0,3,16,14,12,15,4,0,0,1,11,8,1,14,2,0,0,0,0,0,3,13,0,0,0,0,0,0,6,10,0,0,0,0,0,0,9,4,0,0,9
4563,0,0,5,12,12,8,1,0,0,0,10,16,16,15,0,0,0,0,11,16,16,8,0,0,0,4,16,16,16,4,0,0,0,3,16,16,10,0,0,0,0,0,13,16,16,3,0,0,0,0,13,16,16,0,0,0,0,0,2,10,12,0,0,0,1
4564,0,0,0,7,14,16,6,0,0,0,10,16,12,15,9,0,0,0,8,3,2,16,7,0,0,0,1,8,13,16,14,0,0,2,13,16,16,12,1,0,0,6,12,6,16,3,0,0,0,0,0,5,13,0,0,0,0,0,0,9,6,0,0,0,7
4565,0,0,3,11,0,0,0,0,0,0,9,13,0,0,0,0,0,0,15,4,0,0,0,0,0,2,15,0,1,0,0,0,0,4,15,14,16,13,2,0,0,3,16,11,3,7,12,0,0,0,13,6,3,8,14,0,0,0,4,14,16,14,7,0,6
4566,0,0,4,14,14,0,0,0,0,5,16,16,16,5,1,0,0,9,13,0,13,16,2,0,0,3,16,13,15,5,0,0,0,0,7,16,13,0,0,0,0,0,10,13,14,7,0,0,0,0,10,11,10,15,0,0,0,0,4,13,11,3,0,0,8
4567,0,0,0,12,8,0,0,0,0,0,6,16,3,12,4,0,0,1,16,5,8,14,0,0,0,9,15,0,13,10,2,0,0,10,15,12,16,16,9,0,0,6,16,16,15,9,1,0,0,0,0,14,5,0,0,0,0,0,0,15,0,0,0,0,4
4568,0,0,6,14,11,0,0,0,0,3,16,9,16,0,0,0,0,3,7,5,12,0,0,0,0,0,1,14,8,2,0,0,0,0,2,16,16,16,4,0,0,0,0,0,0,11,8,0,0,0,0,4,10,15,2,0,0,0,5,16,12,4,0,0,3
4569,0,0,0,4,11,9,5,0,0,0,5,16,16,16,5,0,0,0,11,16,16,9,0,0,0,4,16,16,16,4,0,0,0,1,14,16,9,0,0,0,0,4,15,16,6,0,0,0,0,0,9,16,8,0,0,0,0,0,0,7,5,0,0,0,1
4570,0,0,1,14,8,8,1,0,0,0,10,13,8,16,1,0,0,2,16,4,10,11,0,0,0,7,15,6,14,16,13,0,0,3,16,16,15,9,2,0,0,0,3,11,9,0,0,0,0,0,0,12,4,0,0,0,0,0,0,12,0,0,0,0,4
4571,0,0,2,10,15,1,0,0,0,3,16,16,13,13,0,0,0,5,16,12,1,12,1,0,0,7,13,5,0,7,5,0,0,2,14,0,0,7,10,0,0,0,12,2,0,12,7,0,0,0,9,12,12,16,4,0,0,0,0,10,16,6,0,0,0
4572,0,0,10,16,16,13,0,0,0,4,16,15,12,4,0,0,0,8,16,4,0,0,0,0,0,4,16,11,6,1,0,0,0,0,8,16,16,13,2,0,0,0,0,1,7,14,12,0,0,0,0,6,13,16,10,0,0,0,12,16,14,6,0,0,5
4573,0,1,10,16,16,8,0,0,0,10,16,13,16,12,0,0,0,1,3,3,16,9,0,0,0,0,0,13,14,1,0,0,0,0,2,16,16,12,3,0,0,0,0,5,11,16,11,0,0,0,2,7,14,16,6,0,0,0,11,16,13,5,0,0,3
4574,0,0,0,6,11,0,0,0,0,0,0,15,10,0,0,0,0,0,7,15,2,0,0,0,0,0,16,6,0,0,0,0,0,3,16,7,5,5,0,0,0,2,16,13,9,13,11,0,0,0,8,13,7,5,15,3,0,0,0,5,11,13,12,2,6
4575,0,0,0,0,5,11,14,1,0,0,0,10,13,8,15,2,0,0,11,9,4,9,12,0,0,5,16,16,16,16,6,0,0,0,15,16,13,16,3,0,0,0,2,3,1,15,0,0,0,0,0,0,5,5,0,0,0,0,0,0,6,0,0,0,9
4576,0,0,0,5,11,0,0,0,0,0,1,14,9,0,0,0,0,0,4,14,1,0,0,0,0,0,10,8,0,0,0,0,0,0,13,8,4,6,2,0,0,0,11,16,13,12,13,0,0,0,12,14,4,5,16,2,0,0,1,8,16,13,9,1,6
4577,0,0,2,12,12,8,1,0,0,0,2,15,16,16,8,0,0,0,5,16,16,14,3,0,0,0,8,16,16,10,0,0,0,3,15,16,13,0,0,0,0,2,14,16,9,0,0,0,0,0,11,16,9,0,0,0,0,0,1,9,5,0,0,0,1
4578,0,0,1,9,15,12,5,0,0,0,8,16,16,16,13,0,0,0,3,1,1,14,10,0,0,0,3,10,13,16,15,0,0,2,16,16,16,15,3,0,0,3,8,2,13,6,0,0,0,0,0,5,13,0,0,0,0,0,0,11,5,0,0,0,7
4579,0,0,11,16,16,16,16,2,0,5,16,16,14,10,4,0,0,5,16,5,0,0,0,0,0,1,15,10,0,0,0,0,0,0,6,16,8,0,0,0,0,0,0,9,14,0,0,0,0,0,0,5,16,3,0,0,0,0,10,16,13,1,0,0,5
4580,0,0,0,9,13,0,0,0,0,0,3,15,6,12,0,0,0,1,12,8,5,14,0,0,0,6,14,0,12,7,0,0,0,14,6,2,16,9,5,0,0,16,13,13,16,15,4,0,1,15,16,16,12,2,0,0,0,3,3,13,4,0,0,0,4
4581,0,0,0,10,6,0,10,14,0,0,7,15,2,7,14,1,0,0,15,9,1,15,12,2,0,4,16,10,11,16,12,1,0,2,16,16,16,9,0,0,0,0,5,12,10,0,0,0,0,0,0,13,5,0,0,0,0,0,0,15,3,0,0,0,4
4582,0,0,0,8,14,15,7,0,0,0,4,16,12,15,14,0,0,0,1,1,0,11,12,0,0,0,2,4,6,14,15,0,0,4,16,16,16,16,5,0,0,8,12,7,14,12,0,0,0,0,0,4,16,3,0,0,0,0,0,11,7,0,0,0,7
4583,0,0,7,15,15,5,0,0,0,6,16,12,16,12,0,0,0,1,7,0,16,10,0,0,0,0,0,10,15,0,0,0,0,0,1,16,7,0,0,0,0,0,10,13,1,5,1,0,0,0,12,12,13,15,3,0,0,0,10,16,13,3,0,0,2
4584,0,0,0,8,15,9,1,0,0,0,11,14,12,15,8,0,0,0,15,5,6,14,2,0,0,0,14,14,15,1,0,0,0,1,13,16,6,0,0,0,0,6,16,9,13,0,0,0,0,2,13,15,16,4,0,0,0,0,1,9,15,2,0,0,8
4585,0,0,9,16,16,8,0,0,0,5,16,15,14,16,0,0,0,4,9,3,13,12,0,0,0,0,0,8,15,1,0,0,0,0,2,16,7,0,0,0,0,0,11,14,1,4,3,0,0,0,16,14,15,16,4,0,0,0,9,16,15,5,0,0,2
4586,0,1,8,16,16,3,0,0,0,6,16,12,16,4,0,0,0,1,7,0,16,4,0,0,0,0,0,7,15,0,0,0,0,0,0,14,9,0,0,0,0,0,10,14,1,4,5,0,0,0,13,12,11,15,3,0,0,0,12,16,12,3,0,0,2
4587,0,0,8,14,16,16,1,0,0,6,16,16,8,3,0,0,0,14,14,1,0,0,0,0,0,10,15,4,0,0,0,0,0,3,15,16,6,0,0,0,0,0,1,8,15,2,0,0,0,0,2,13,15,0,0,0,0,0,10,16,4,0,0,0,5
4588,0,0,4,15,16,11,0,0,0,0,7,9,9,16,0,0,0,0,0,0,4,13,0,0,0,0,1,9,15,16,10,0,0,0,13,15,16,8,2,0,0,0,3,7,13,0,0,0,0,0,1,13,4,0,0,0,0,0,6,11,0,0,0,0,7
4589,0,0,0,1,8,13,14,2,0,0,2,13,9,4,14,4,0,0,13,9,0,9,14,1,0,4,16,14,14,16,6,0,0,1,11,10,7,14,0,0,0,0,0,0,8,8,0,0,0,0,0,0,11,5,0,0,0,0,0,0,11,3,0,0,9
4590,0,3,10,16,16,16,2,0,0,14,16,14,9,3,0,0,0,16,12,0,0,0,0,0,0,12,14,0,0,0,0,0,0,6,16,3,0,0,0,0,0,0,9,16,3,0,0,0,0,0,4,14,13,0,0,0,0,2,15,16,8,0,0,0,5
4591,0,0,0,5,11,0,6,0,0,0,3,15,7,6,16,1,0,0,13,9,1,13,7,0,0,6,15,2,6,15,0,0,0,14,10,0,14,12,3,0,0,14,16,16,16,14,3,0,0,5,11,14,13,2,0,0,0,0,0,7,9,0,0,0,4
4592,0,0,4,12,16,8,0,0,0,5,16,11,10,16,4,0,0,8,13,0,1,13,4,0,0,3,16,13,15,13,3,0,0,0,9,16,16,7,0,0,0,0,14,7,5,15,6,0,0,0,10,12,7,13,10,0,0,0,3,13,13,10,1,0,8
4593,0,0,4,15,7,0,0,0,0,1,13,12,16,2,2,0,0,7,11,0,11,12,1,0,0,4,8,6,13,3,0,0,0,3,16,15,1,0,0,0,0,2,16,14,6,0,0,0,0,3,16,10,14,3,0,0,0,0,2,9,12,3,0,0,8
4594,0,0,0,11,5,3,11,0,0,0,7,14,2,12,9,0,0,2,15,6,3,16,5,0,0,7,16,8,13,16,13,0,0,7,16,16,16,7,1,0,0,0,4,10,13,0,0,0,0,0,0,12,6,0,0,0,0,0,0,12,0,0,0,0,4
4595,0,0,0,1,9,16,9,0,0,0,1,11,13,14,12,1,0,1,15,13,4,16,16,3,0,2,16,16,16,15,12,0,0,0,7,8,4,14,5,0,0,0,0,0,5,14,0,0,0,0,0,0,8,9,0,0,0,0,0,0,12,6,0,0,9
4596,0,0,2,12,15,3,0,0,0,0,15,15,13,15,0,0,0,2,14,3,1,12,3,0,0,4,8,0,0,8,8,0,0,7,10,0,0,9,5,0,0,1,13,5,3,15,2,0,0,0,7,16,14,15,0,0,0,0,0,10,14,4,0,0,0
4597,0,0,3,13,15,5,0,0,0,1,15,13,10,15,0,0,0,2,16,3,2,9,0,0,0,0,12,13,14,7,0,0,0,0,10,16,9,0,0,0,0,1,16,4,9,11,1,0,0,0,15,3,0,8,8,0,0,0,3,12,15,12,7,0,8
4598,0,0,0,3,12,16,15,1,0,0,3,16,9,10,16,0,0,0,14,13,7,15,10,0,0,2,16,16,16,16,2,0,0,2,12,9,13,8,0,0,0,0,0,0,15,5,0,0,0,0,0,3,16,1,0,0,0,0,0,3,14,1,0,0,9
4599,0,0,4,11,15,7,0,0,0,2,15,14,9,15,1,0,0,8,15,1,6,16,5,0,0,6,14,13,15,6,0,0,0,1,16,16,6,0,0,0,0,4,15,11,15,1,0,0,0,1,12,3,7,9,0,0,0,0,4,14,16,6,0,0,8
4600,0,0,7,11,15,9,0,0,0,0,15,15,4,11,4,0,0,3,11,5,0,2,10,0,0,7,8,0,0,3,8,0,0,6,8,0,0,4,8,0,0,5,8,0,0,8,5,0,0,1,12,2,1,13,0,0,0,0,5,16,14,3,0,0,0
4601,0,0,4,14,11,0,0,0,0,0,2,16,16,3,0,0,0,0,0,14,16,5,0,0,0,0,0,16,16,3,0,0,0,0,1,15,16,2,0,0,0,0,2,15,13,0,0,0,0,0,4,16,11,0,0,0,0,0,5,16,14,1,0,0,1
4602,0,2,15,16,12,0,0,0,0,8,11,8,16,0,0,0,0,3,1,7,13,0,0,0,0,0,0,10,8,0,0,0,0,0,0,15,5,0,0,0,0,0,7,15,0,0,0,0,0,0,14,11,6,5,2,0,0,1,16,16,16,16,9,0,2
4603,0,1,13,16,12,1,0,0,0,1,9,5,16,1,0,0,0,0,0,9,5,0,0,0,0,0,9,10,0,0,0,0,0,0,8,15,16,11,1,0,0,0,0,0,2,12,7,0,0,0,2,4,6,15,3,0,0,0,14,16,11,5,0,0,3
4604,0,0,0,12,12,0,0,0,0,0,5,16,4,0,0,0,0,1,14,11,0,0,0,0,0,6,16,3,2,0,0,0,0,13,12,8,12,0,0,0,0,15,16,15,16,13,4,0,0,4,9,14,16,7,0,0,0,0,0,11,13,0,0,0,4
4605,0,2,13,16,16,16,15,2,0,8,16,12,8,4,1,0,0,5,16,13,1,0,0,0,0,0,8,16,8,0,0,0,0,0,0,10,16,0,0,0,0,0,0,9,16,0,0,0,0,0,3,13,12,0,0,0,0,2,16,16,6,0,0,0,5
4606,0,0,1,14,9,0,0,0,0,0,14,15,3,0,0,0,0,1,16,10,0,0,0,0,0,5,14,13,15,10,0,0,0,8,16,2,3,14,5,0,0,5,16,4,0,12,6,0,0,0,10,13,2,14,6,0,0,0,2,12,16,11,1,0,6
4607,0,0,5,15,16,14,1,0,0,0,11,13,9,16,5,0,0,0,0,0,5,16,2,0,0,0,0,0,9,11,0,0,0,0,7,13,15,12,1,0,0,0,7,14,14,12,4,0,0,0,0,14,3,0,0,0,0,0,7,10,0,0,0,0,7
4608,0,0,3,13,8,0,0,0,0,4,16,16,14,0,0,0,0,11,11,9,10,0,0,0,0,8,14,15,9,0,0,0,0,0,7,16,15,5,0,0,0,0,4,16,3,13,9,0,0,0,5,15,4,13,11,0,0,0,1,15,15,8,2,0,8
4609,0,0,5,11,13,3,0,0,0,0,16,13,15,9,0,0,0,4,16,0,13,13,0,0,0,1,11,16,15,15,3,0,0,0,0,0,0,12,7,0,0,0,0,0,0,6,12,0,0,0,6,4,2,9,11,0,0,0,6,13,16,16,6,0,9
4610,0,0,6,16,16,8,0,0,0,2,16,8,9,16,3,0,0,8,16,1,0,9,9,0,0,9,12,0,0,8,12,0,0,10,12,0,0,8,10,0,0,8,13,0,0,9,8,0,0,2,16,8,6,15,3,0,0,0,8,16,15,8,0,0,0
4611,0,0,4,12,13,3,0,0,0,0,7,14,16,9,0,0,0,0,0,12,16,8,0,0,0,0,0,6,16,6,0,0,0,0,0,9,16,6,0,0,0,0,0,12,16,3,0,0,0,0,0,13,16,3,0,0,0,0,0,15,16,11,0,0,1
4612,0,3,15,14,5,0,0,0,0,14,14,14,15,0,0,0,0,8,1,6,16,2,0,0,0,0,0,9,16,2,0,0,0,0,1,14,11,0,0,0,0,0,9,16,2,0,1,0,0,4,16,15,8,9,15,0,0,3,16,16,16,15,5,0,2
4613,0,1,12,16,13,2,0,0,0,5,14,6,13,12,0,0,0,0,0,3,15,7,0,0,0,0,2,16,8,0,0,0,0,0,1,12,16,11,1,0,0,0,0,0,5,15,7,0,0,0,6,0,4,14,7,0,0,0,16,16,15,8,1,0,3
4614,0,0,0,8,15,5,0,0,0,0,3,16,13,1,0,0,0,0,12,16,2,0,0,0,0,5,16,7,9,4,0,0,0,14,16,13,16,14,3,0,0,8,14,16,16,14,2,0,0,0,0,9,16,3,0,0,0,0,0,11,14,0,0,0,4
4615,0,1,8,16,16,16,10,0,0,8,16,14,8,5,1,0,0,9,16,2,0,0,0,0,0,2,16,15,2,0,0,0,0,0,3,15,4,0,0,0,0,1,3,12,4,0,0,0,0,5,14,15,4,0,0,0,0,1,13,12,0,0,0,0,5
4616,0,0,7,15,0,0,0,0,0,0,15,15,0,0,0,0,0,3,16,12,4,1,0,0,0,6,16,16,16,16,5,0,0,8,16,7,1,15,8,0,0,7,16,0,0,16,4,0,0,2,16,7,10,12,0,0,0,0,4,15,13,3,0,0,6
4617,0,0,7,16,16,5,0,0,0,1,15,11,14,11,0,0,0,0,0,0,12,8,0,0,0,0,3,8,14,12,5,0,0,0,14,16,16,10,5,0,0,0,2,8,14,0,0,0,0,0,1,15,8,0,0,0,0,0,8,14,1,0,0,0,7
4618,0,0,0,2,15,5,0,0,0,0,2,4,10,12,0,0,0,3,15,14,10,8,0,0,0,8,15,1,11,4,0,0,0,1,8,15,16,0,0,0,0,0,0,6,16,12,1,0,0,0,0,4,14,15,4,0,0,0,0,2,14,11,0,0,8
4619,0,0,1,5,12,13,0,0,0,0,11,13,15,16,1,0,0,2,14,0,10,12,4,0,0,5,13,12,3,12,0,0,0,0,5,6,0,12,4,0,0,0,0,0,0,15,2,0,0,0,4,5,0,16,3,0,0,0,0,4,14,13,0,0,9
4620,0,0,2,13,15,8,0,0,0,0,10,14,10,11,8,0,0,0,16,1,0,0,9,0,0,3,13,0,0,0,8,0,0,4,12,0,0,1,8,0,0,5,12,0,0,10,0,0,0,0,15,8,7,10,0,0,0,0,4,14,14,1,0,0,0
4621,0,0,1,11,15,8,0,0,0,0,0,15,16,8,0,0,0,0,0,13,16,10,0,0,0,0,0,16,16,6,0,0,0,0,2,16,16,6,0,0,0,0,5,16,16,5,0,0,0,0,5,16,15,1,0,0,0,0,2,15,15,3,0,0,1
4622,0,3,16,15,6,0,0,0,0,5,14,14,16,0,0,0,0,0,0,6,14,0,0,0,0,0,0,13,11,0,0,0,0,0,5,16,3,0,0,0,0,1,14,10,0,0,0,0,0,9,16,8,8,10,5,0,0,4,16,16,16,14,3,0,2
4623,0,2,11,14,10,1,0,0,0,6,12,8,15,10,0,0,0,0,0,0,10,11,0,0,0,0,0,8,14,2,0,0,0,0,0,7,16,15,1,0,0,0,0,0,2,13,8,0,0,2,5,1,2,12,7,0,0,1,12,16,16,10,0,0,3
4624,0,0,0,13,9,0,0,0,0,0,6,16,2,0,0,0,0,0,12,9,0,2,0,0,0,7,15,1,5,15,1,0,0,14,10,4,11,12,3,0,2,16,16,16,16,13,2,0,0,3,4,11,14,0,0,0,0,0,0,15,4,0,0,0,4
4625,0,2,12,13,16,16,4,0,0,11,16,13,7,4,1,0,0,13,14,0,0,0,0,0,0,1,15,12,0,0,0,0,0,0,6,16,3,0,0,0,0,0,0,13,7,0,0,0,0,3,5,16,7,0,0,0,0,3,13,15,0,0,0,0,5
4626,0,0,0,11,13,5,0,0,0,0,3,16,13,3,0,0,0,0,10,16,2,0,0,0,0,4,16,16,13,7,0,0,0,4,16,11,8,16,2,0,0,0,15,8,0,15,6,0,0,0,9,14,4,15,4,0,0,0,1,10,16,11,1,0,6
4627,0,0,8,16,16,11,0,0,0,0,4,8,13,14,0,0,0,0,0,0,13,8,0,0,0,0,3,12,16,8,2,0,0,0,6,16,16,16,9,0,0,0,0,14,8,2,0,0,0,0,3,16,1,0,0,0,0,0,11,12,0,0,0,0,7
4628,0,0,0,8,14,9,0,0,0,0,9,15,16,15,0,0,0,4,15,5,8,14,0,0,0,8,14,1,14,7,0,0,0,1,15,13,12,0,0,0,0,0,13,16,13,0,0,0,0,0,12,10,15,7,0,0,0,0,2,10,16,5,0,0,8
4629,0,0,2,10,16,6,0,0,0,0,10,16,16,14,0,0,0,0,15,10,16,16,2,0,0,0,12,16,12,13,8,0,0,0,1,7,1,10,11,0,0,5,5,0,0,8,12,0,0,3,15,10,2,11,12,0,0,0,3,10,16,16,10,0,9
4630,0,0,1,13,12,5,0,0,0,0,11,16,4,13,2,0,0,2,16,4,0,8,5,0,0,7,12,0,0,8,8,0,0,6,12,0,0,5,8,0,0,3,16,0,0,8,7,0,0,1,15,8,6,15,3,0,0,0,2,13,15,6,0,0,0
4631,0,0,2,10,10,11,0,0,0,0,10,9,9,16,0,0,0,0,14,0,6,15,0,0,0,0,11,14,9,16,1,0,0,0,0,0,0,13,3,0,0,0,0,0,0,12,3,0,0,10,9,5,0,15,1,0,0,0,2,14,16,13,0,0,9
4632,0,0,13,10,8,8,7,0,0,4,16,16,16,16,15,2,0,0,10,16,5,0,0,0,0,0,0,13,12,0,0,0,0,0,0,6,15,0,0,0,0,0,0,8,15,0,0,0,0,1,6,10,12,0,0,0,0,1,13,16,5,0,0,0,5
4633,0,0,6,15,16,15,11,0,0,1,15,14,8,8,7,0,0,4,16,5,0,0,0,0,0,7,16,8,0,0,0,0,0,1,11,16,8,0,0,0,0,0,0,15,11,0,0,0,0,0,0,14,11,0,0,0,0,0,9,16,5,0,0,0,5
4634,0,0,6,13,0,0,0,0,0,0,15,12,0,0,0,0,0,0,16,6,0,0,0,0,0,3,16,14,11,5,0,0,0,5,16,12,11,16,6,0,0,6,16,9,2,16,9,0,0,0,13,14,8,16,8,0,0,0,4,15,16,13,2,0,6
4635,0,1,12,16,16,16,12,0,0,9,16,13,6,8,5,0,0,8,16,15,3,0,0,0,0,0,4,14,11,0,0,0,0,0,0,12,12,0,0,0,0,0,0,12,13,0,0,0,0,0,3,15,11,0,0,0,0,0,12,13,2,0,0,0,5
4636,0,0,2,10,15,7,0,0,0,0,14,15,7,15,2,0,0,4,16,3,0,11,4,0,0,4,14,0,0,7,8,0,0,7,12,0,0,6,7,0,0,4,16,1,0,12,4,0,0,1,14,12,10,16,1,0,0,0,1,14,13,5,0,0,0
4637,0,0,3,4,10,0,0,0,0,3,15,8,14,3,0,0,0,8,7,0,10,6,0,0,0,3,11,8,15,11,0,0,0,0,1,7,3,13,3,0,0,0,0,0,0,6,9,0,0,0,9,6,1,0,16,0,0,0,0,3,11,16,16,3,9
4638,0,0,2,12,14,8,0,0,0,0,13,13,15,12,0,0,0,5,15,2,10,6,0,0,0,2,14,13,14,1,0,0,0,0,0,11,15,13,1,0,0,0,1,15,3,14,7,0,0,0,6,13,1,16,4,0,0,0,1,12,16,11,0,0,8
4639,0,0,3,14,16,9,0,0,0,0,13,10,6,16,7,0,0,5,16,3,2,14,6,0,0,0,10,16,16,16,4,0,0,0,0,0,0,12,5,0,0,0,0,0,0,13,4,0,0,3,11,2,5,15,0,0,0,0,4,12,16,10,0,0,9
4640,0,0,2,10,14,9,0,0,0,2,14,11,12,16,0,0,0,4,16,1,0,15,0,0,0,2,13,12,7,13,0,0,0,0,1,8,16,12,0,0,0,0,0,4,14,15,4,0,0,0,0,13,7,14,4,0,0,0,0,14,15,10,0,0,8
4641,0,0,0,3,15,5,0,0,0,0,1,15,11,0,0,0,0,0,10,15,2,3,0,0,0,5,16,4,6,16,1,0,0,10,15,4,9,16,2,0,0,12,16,16,16,13,2,0,0,1,4,7,16,4,0,0,0,0,0,4,15,0,0,0,4
4642,0,0,4,10,11,4,0,0,0,1,11,16,16,14,0,0,0,4,16,16,16,12,0,0,0,4,16,16,16,7,0,0,0,4,16,16,16,8,0,0,0,4,16,16,16,7,0,0,0,3,15,16,16,12,0,0,0,0,5,12,12,12,1,0,1
4643,0,0,13,16,15,2,0,0,0,5,14,5,15,7,0,0,0,0,2,0,12,7,0,0,0,0,5,9,16,7,0,0,0,0,8,16,16,16,10,0,0,0,2,16,3,0,0,0,0,0,8,13,0,0,0,0,0,0,15,7,0,0,0,0,7
4644,0,0,3,15,16,15,1,0,0,0,9,11,9,16,3,0,0,0,1,0,3,16,3,0,0,0,0,0,9,14,0,0,0,0,4,15,15,16,6,0,0,0,2,12,15,7,1,0,0,0,0,13,8,0,0,0,0,0,4,14,1,0,0,0,7
4645,0,1,11,16,13,4,0,0,0,1,15,7,14,14,1,0,0,0,0,0,6,15,1,0,0,0,1,10,15,6,0,0,0,0,5,15,14,7,0,0,0,0,1,0,5,16,3,0,0,5,11,1,1,16,4,0,0,0,10,15,16,10,1,0,3
4646,0,0,9,16,16,16,10,0,0,4,16,14,8,11,11,0,0,11,16,7,0,0,0,0,0,5,15,16,6,0,0,0,0,0,1,14,15,0,0,0,0,0,0,8,16,0,0,0,0,0,9,13,14,0,0,0,0,0,12,16,7,0,0,0,5
4647,0,0,5,14,12,5,0,0,0,0,13,16,16,9,0,0,0,0,11,16,16,9,0,0,0,0,11,16,16,7,0,0,0,0,10,16,16,2,0,0,0,0,13,16,15,0,0,0,0,0,14,16,13,0,0,0,0,0,7,13,16,8,0,0,1
4648,0,0,6,15,9,0,0,0,0,0,11,16,16,13,0,0,0,0,10,16,16,16,7,0,0,1,16,8,0,11,8,0,0,7,14,1,0,10,8,0,0,8,12,0,0,13,4,0,0,5,16,8,9,13,0,0,0,0,6,12,13,5,0,0,0
4649,0,0,2,13,15,7,1,0,0,0,7,16,15,16,10,0,0,0,14,16,10,10,10,0,0,2,16,3,0,8,8,0,0,5,13,0,0,9,8,0,0,6,13,0,0,12,3,0,0,2,16,6,9,10,0,0,0,0,3,14,14,1,0,0,0
4650,0,0,12,16,12,0,0,0,0,3,16,12,16,3,0,0,0,1,8,4,16,3,0,0,0,0,0,7,16,1,0,0,0,0,0,10,12,0,0,0,0,0,4,16,2,0,0,0,0,0,11,15,8,8,2,0,0,0,12,16,16,12,1,0,2
4651,0,3,15,15,2,0,0,0,0,7,16,16,6,0,0,0,0,1,9,16,6,0,0,0,0,0,6,16,1,0,0,0,0,0,10,12,0,0,0,0,0,3,15,8,0,0,0,0,0,8,16,13,15,15,5,0,0,4,16,16,16,13,3,0,2
4652,0,0,10,16,5,0,0,0,0,1,10,14,12,0,0,0,0,0,0,9,11,0,0,0,0,0,2,11,13,3,0,0,0,0,11,16,16,16,7,0,0,0,3,16,4,5,1,0,0,0,7,13,0,0,0,0,0,0,13,6,0,0,0,0,7
4653,0,0,0,9,13,10,1,0,0,0,9,12,4,15,5,0,0,0,16,4,0,12,4,0,0,3,15,9,3,14,1,0,0,0,2,9,16,10,0,0,0,0,0,4,14,15,2,0,0,0,0,10,8,14,3,0,0,0,0,10,16,12,0,0,8
4654,0,3,15,16,14,1,0,0,0,2,12,13,16,4,0,0,0,0,0,6,16,3,0,0,0,0,1,15,10,0,0,0,0,0,6,16,4,0,0,0,0,2,15,10,0,0,0,0,0,4,16,11,8,11,3,0,0,3,16,16,16,12,3,0,2
4655,0,0,7,15,14,8,0,0,0,1,15,7,5,14,5,0,0,0,15,8,0,10,7,0,0,3,16,6,0,12,8,0,0,5,16,2,0,12,8,0,0,4,16,3,1,16,4,0,0,5,16,10,14,12,0,0,0,0,8,15,15,2,0,0,0
4656,0,0,14,10,0,0,0,0,0,0,15,13,0,0,0,0,0,11,16,16,2,0,0,0,0,3,10,16,5,0,0,0,0,0,0,14,10,0,0,0,0,0,0,10,14,0,0,0,0,0,9,14,16,11,6,0,0,0,12,16,16,16,16,9,1
4657,0,1,12,16,5,0,0,0,0,7,15,14,11,0,0,0,0,8,13,10,12,0,0,0,0,0,1,12,12,0,0,0,0,0,0,14,9,0,0,0,0,0,4,16,8,4,0,0,0,0,13,16,16,16,9,0,0,2,16,13,11,9,3,0,2
